travel_id,employee_id,travel_date,travel_type,vehicle_type,distance,activity_unit,purpose,origin_state,destination_state
238,E1098,2025-07-05,Business Travel,"Air Travel - Medium Haul (>= 300 miles, < 2300 miles)",1282.5,passenger-mile,Conference,New York,New York
557,E1037,2025-07-05,Employee Commuting,Passenger Car,32.0,vehicle-mile,Commute,Illinois,Illinois
72,E1030,2025-07-06,Employee Commuting,"Transit Rail (i.e. Subway, Tram)",14.8,passenger-mile,Commute,Georgia,Georgia
4088,E1037,2025-07-06,Employee Commuting,Passenger Car,30.6,vehicle-mile,Commute,California,California
555,E1089,2025-07-06,Business Travel,Air Travel - Long Haul (>= 2300 miles),3766.2,passenger-mile,Client Meeting,California,Massachusetts
2603,E1100,2025-07-06,Employee Commuting,Passenger Car,31.1,vehicle-mile,Commute,Colorado,Colorado
2425,E1036,2025-07-06,Employee Commuting,Light-Duty Truck,11.9,vehicle-mile,Commute,Other,Other
3650,E1082,2025-07-06,Business Travel,"Air Travel - Medium Haul (>= 300 miles, < 2300 miles)",1087.8,passenger-mile,Client Meeting,California,Florida
4997,E1088,2025-07-06,Business Travel,"Air Travel - Medium Haul (>= 300 miles, < 2300 miles)",958.6,passenger-mile,Conference,Texas,Massachusetts
1241,E1013,2025-07-06,Employee Commuting,Passenger Car,27.2,vehicle-mile,Commute,New York,New York
3264,E1037,2025-07-06,Employee Commuting,Light-Duty Truck,4.9,vehicle-mile,Commute,Massachusetts,Massachusetts
2894,E1082,2025-07-06,Business Travel,Motorcycle,59.9,vehicle-mile,Off-site Meeting,Texas,New York
4156,E1075,2025-07-06,Employee Commuting,Light-Duty Truck,9.7,vehicle-mile,Commute,California,California
695,E1076,2025-07-06,Business Travel,Intercity Rail - Northeast Corridor,279.6,passenger-mile,Site Visit,California,Texas
600,E1091,2025-07-06,Employee Commuting,Passenger Car,7.8,vehicle-mile,Commute,California,California
1934,E1012,2025-07-06,Business Travel,"Air Travel - Medium Haul (>= 300 miles, < 2300 miles)",1094.9,passenger-mile,Site Visit,Illinois,Florida
1427,E1010,2025-07-06,Business Travel,Passenger Car,34.0,vehicle-mile,Off-site Meeting,Texas,Georgia
2397,E1095,2025-07-06,Employee Commuting,Light-Duty Truck,28.4,vehicle-mile,Commute,Florida,Florida
4711,E1059,2025-07-06,Employee Commuting,Motorcycle,34.6,vehicle-mile,Commute,California,California
941,E1081,2025-07-07,Employee Commuting,Passenger Car,4.2,vehicle-mile,Commute,Georgia,Georgia
475,E1012,2025-07-07,Employee Commuting,Passenger Car,38.6,vehicle-mile,Commute,Washington,Washington
4,E1022,2025-07-07,Employee Commuting,Passenger Car,17.8,vehicle-mile,Commute,California,California
771,E1080,2025-07-07,Employee Commuting,Passenger Car,9.3,vehicle-mile,Commute,Massachusetts,Massachusetts
2888,E1074,2025-07-07,Employee Commuting,Passenger Car,37.7,vehicle-mile,Commute,California,California
1179,E1062,2025-07-07,Employee Commuting,"Transit Rail (i.e. Subway, Tram)",20.5,passenger-mile,Commute,California,California
3337,E1035,2025-07-07,Business Travel,Intercity Rail - National Average,194.8,passenger-mile,Client Meeting,California,Colorado
2765,E1016,2025-07-07,Employee Commuting,Passenger Car,36.7,vehicle-mile,Commute,Illinois,Illinois
1527,E1097,2025-07-07,Business Travel,"Air Travel - Medium Haul (>= 300 miles, < 2300 miles)",622.1,passenger-mile,Client Meeting,Other,Massachusetts
159,E1033,2025-07-07,Employee Commuting,Passenger Car,24.6,vehicle-mile,Commute,California,California
4570,E1039,2025-07-07,Business Travel,Passenger Car,74.1,vehicle-mile,Site Visit,Texas,Illinois
4527,E1039,2025-07-07,Employee Commuting,Bus,35.3,passenger-mile,Commute,Texas,Texas
4116,E1062,2025-07-07,Business Travel,"Air Travel - Medium Haul (>= 300 miles, < 2300 miles)",960.7,passenger-mile,Off-site Meeting,Other,Washington
340,E1004,2025-07-07,Employee Commuting,Light-Duty Truck,25.3,vehicle-mile,Commute,California,California
2335,E1042,2025-07-08,Employee Commuting,Passenger Car,22.8,vehicle-mile,Commute,California,California
3463,E1037,2025-07-08,Employee Commuting,Commuter Rail,17.0,passenger-mile,Commute,New York,New York
3059,E1099,2025-07-08,Employee Commuting,"Transit Rail (i.e. Subway, Tram)",22.6,passenger-mile,Commute,California,California
3922,E1033,2025-07-08,Business Travel,Air Travel - Short Haul (< 300 miles),129.0,passenger-mile,Off-site Meeting,California,Massachusetts
4747,E1094,2025-07-08,Employee Commuting,Passenger Car,23.6,vehicle-mile,Commute,Colorado,Colorado
1902,E1069,2025-07-08,Business Travel,"Air Travel - Medium Haul (>= 300 miles, < 2300 miles)",1312.6,passenger-mile,Conference,California,Texas
4597,E1007,2025-07-08,Employee Commuting,Light-Duty Truck,20.8,vehicle-mile,Commute,Florida,Florida
2248,E1054,2025-07-08,Business Travel,"Air Travel - Medium Haul (>= 300 miles, < 2300 miles)",746.7,passenger-mile,Off-site Meeting,New York,California
510,E1015,2025-07-08,Employee Commuting,Passenger Car,33.6,vehicle-mile,Commute,Georgia,Georgia
4183,E1058,2025-07-08,Employee Commuting,Motorcycle,17.2,vehicle-mile,Commute,Washington,Washington
525,E1043,2025-07-08,Employee Commuting,Motorcycle,38.9,vehicle-mile,Commute,Massachusetts,Massachusetts
1909,E1051,2025-07-08,Employee Commuting,"Transit Rail (i.e. Subway, Tram)",6.0,passenger-mile,Commute,California,California
1478,E1079,2025-07-08,Employee Commuting,Light-Duty Truck,18.4,vehicle-mile,Commute,California,California
4019,E1094,2025-07-08,Employee Commuting,Passenger Car,21.9,vehicle-mile,Commute,California,California
751,E1043,2025-07-08,Employee Commuting,Passenger Car,16.5,vehicle-mile,Commute,Colorado,Colorado
4921,E1041,2025-07-09,Employee Commuting,Light-Duty Truck,11.7,vehicle-mile,Commute,Texas,Texas
4628,E1043,2025-07-09,Employee Commuting,Bus,19.1,passenger-mile,Commute,California,California
168,E1040,2025-07-09,Employee Commuting,Passenger Car,24.2,vehicle-mile,Commute,California,California
1950,E1058,2025-07-09,Employee Commuting,"Transit Rail (i.e. Subway, Tram)",30.5,passenger-mile,Commute,New York,New York
22,E1030,2025-07-09,Employee Commuting,Passenger Car,16.2,vehicle-mile,Commute,Georgia,Georgia
405,E1084,2025-07-09,Employee Commuting,Passenger Car,3.3,vehicle-mile,Commute,California,California
1233,E1063,2025-07-09,Business Travel,"Transit Rail (i.e. Subway, Tram)",11.6,passenger-mile,Site Visit,Colorado,Texas
2171,E1035,2025-07-09,Employee Commuting,"Transit Rail (i.e. Subway, Tram)",30.8,passenger-mile,Commute,Texas,Texas
2182,E1047,2025-07-09,Employee Commuting,Passenger Car,39.2,vehicle-mile,Commute,California,California
1845,E1015,2025-07-09,Business Travel,Bus,83.5,passenger-mile,Site Visit,Colorado,New York
4545,E1010,2025-07-09,Business Travel,"Transit Rail (i.e. Subway, Tram)",93.1,passenger-mile,Off-site Meeting,California,Washington
1970,E1083,2025-07-09,Employee Commuting,Passenger Car,38.6,vehicle-mile,Commute,Colorado,Colorado
2035,E1073,2025-07-09,Employee Commuting,Passenger Car,17.3,vehicle-mile,Commute,Texas,Texas
4341,E1042,2025-07-09,Employee Commuting,Passenger Car,36.3,vehicle-mile,Commute,Texas,Texas
670,E1063,2025-07-09,Business Travel,"Air Travel - Medium Haul (>= 300 miles, < 2300 miles)",1016.0,passenger-mile,Conference,Colorado,Massachusetts
4339,E1095,2025-07-09,Employee Commuting,Passenger Car,19.3,vehicle-mile,Commute,Colorado,Colorado
3164,E1023,2025-07-09,Business Travel,Commuter Rail,62.1,passenger-mile,Client Meeting,California,Massachusetts
1454,E1040,2025-07-09,Employee Commuting,Passenger Car,20.7,vehicle-mile,Commute,Colorado,Colorado
2440,E1067,2025-07-09,Employee Commuting,"Transit Rail (i.e. Subway, Tram)",11.5,passenger-mile,Commute,Other,Other
4009,E1023,2025-07-09,Employee Commuting,Light-Duty Truck,24.1,vehicle-mile,Commute,Washington,Washington
2039,E1018,2025-07-09,Employee Commuting,Passenger Car,28.9,vehicle-mile,Commute,California,California
1094,E1025,2025-07-10,Employee Commuting,Passenger Car,3.7,vehicle-mile,Commute,Texas,Texas
330,E1044,2025-07-10,Employee Commuting,Light-Duty Truck,21.8,vehicle-mile,Commute,Florida,Florida
809,E1051,2025-07-10,Employee Commuting,"Transit Rail (i.e. Subway, Tram)",35.4,passenger-mile,Commute,California,California
2718,E1057,2025-07-10,Employee Commuting,Passenger Car,3.3,vehicle-mile,Commute,Texas,Texas
1312,E1096,2025-07-10,Business Travel,"Air Travel - Medium Haul (>= 300 miles, < 2300 miles)",1198.9,passenger-mile,Site Visit,California,Illinois
3282,E1100,2025-07-10,Employee Commuting,Passenger Car,23.4,vehicle-mile,Commute,California,California
1852,E1095,2025-07-10,Employee Commuting,Passenger Car,29.1,vehicle-mile,Commute,California,California
9,E1004,2025-07-10,Employee Commuting,Passenger Car,9.8,vehicle-mile,Commute,California,California
1076,E1029,2025-07-10,Business Travel,Passenger Car,51.3,vehicle-mile,Conference,California,New York
697,E1002,2025-07-10,Employee Commuting,Light-Duty Truck,30.8,vehicle-mile,Commute,California,California
4438,E1022,2025-07-10,Employee Commuting,Passenger Car,6.0,vehicle-mile,Commute,Other,Other
1833,E1098,2025-07-10,Employee Commuting,Light-Duty Truck,9.2,vehicle-mile,Commute,California,California
3250,E1029,2025-07-10,Employee Commuting,Light-Duty Truck,31.5,vehicle-mile,Commute,Florida,Florida
1132,E1084,2025-07-10,Business Travel,Commuter Rail,94.1,passenger-mile,Conference,Colorado,Washington
2387,E1093,2025-07-10,Employee Commuting,Passenger Car,21.2,vehicle-mile,Commute,California,California
406,E1008,2025-07-11,Employee Commuting,Passenger Car,32.7,vehicle-mile,Commute,California,California
2931,E1043,2025-07-11,Business Travel,Passenger Car,28.2,vehicle-mile,Client Meeting,Other,Washington
875,E1040,2025-07-11,Business Travel,"Air Travel - Medium Haul (>= 300 miles, < 2300 miles)",1705.1,passenger-mile,Conference,Florida,Florida
1408,E1003,2025-07-11,Business Travel,Commuter Rail,14.7,passenger-mile,Site Visit,California,California
4227,E1012,2025-07-11,Employee Commuting,Bus,30.0,passenger-mile,Commute,California,California
4357,E1024,2025-07-11,Employee Commuting,Passenger Car,15.5,vehicle-mile,Commute,Colorado,Colorado
3714,E1009,2025-07-11,Employee Commuting,Bus,24.3,passenger-mile,Commute,Massachusetts,Massachusetts
1586,E1023,2025-07-11,Employee Commuting,Bus,34.5,passenger-mile,Commute,California,California
4742,E1034,2025-07-12,Business Travel,"Air Travel - Medium Haul (>= 300 miles, < 2300 miles)",1765.3,passenger-mile,Site Visit,New York,New York
1859,E1002,2025-07-12,Employee Commuting,Passenger Car,38.1,vehicle-mile,Commute,California,California
4502,E1063,2025-07-12,Employee Commuting,Bus,24.1,passenger-mile,Commute,California,California
1989,E1027,2025-07-12,Employee Commuting,Passenger Car,34.9,vehicle-mile,Commute,Other,Other
2545,E1056,2025-07-12,Employee Commuting,Passenger Car,28.5,vehicle-mile,Commute,California,California
2105,E1050,2025-07-12,Employee Commuting,Light-Duty Truck,6.0,vehicle-mile,Commute,Other,Other
2695,E1047,2025-07-12,Employee Commuting,Passenger Car,26.0,vehicle-mile,Commute,Texas,Texas
3512,E1055,2025-07-12,Business Travel,"Air Travel - Medium Haul (>= 300 miles, < 2300 miles)",1758.3,passenger-mile,Off-site Meeting,California,Texas
2714,E1073,2025-07-12,Employee Commuting,"Transit Rail (i.e. Subway, Tram)",29.0,passenger-mile,Commute,California,California
1504,E1004,2025-07-12,Employee Commuting,Passenger Car,37.3,vehicle-mile,Commute,Washington,Washington
4378,E1083,2025-07-12,Employee Commuting,Passenger Car,11.2,vehicle-mile,Commute,Other,Other
4465,E1078,2025-07-12,Employee Commuting,Motorcycle,10.4,vehicle-mile,Commute,California,California
2340,E1099,2025-07-12,Business Travel,Intercity Rail - Northeast Corridor,310.8,passenger-mile,Off-site Meeting,California,Other
1813,E1088,2025-07-12,Employee Commuting,Passenger Car,22.7,vehicle-mile,Commute,California,California
732,E1088,2025-07-12,Employee Commuting,Passenger Car,36.0,vehicle-mile,Commute,Texas,Texas
3403,E1007,2025-07-13,Business Travel,"Air Travel - Medium Haul (>= 300 miles, < 2300 miles)",430.2,passenger-mile,Off-site Meeting,Washington,Georgia
1773,E1040,2025-07-13,Business Travel,"Air Travel - Medium Haul (>= 300 miles, < 2300 miles)",1377.8,passenger-mile,Conference,California,Massachusetts
4323,E1072,2025-07-13,Business Travel,Intercity Rail - Other Routes,753.5,passenger-mile,Client Meeting,Florida,Georgia
708,E1061,2025-07-13,Business Travel,"Air Travel - Medium Haul (>= 300 miles, < 2300 miles)",916.8,passenger-mile,Off-site Meeting,Washington,Texas
78,E1007,2025-07-13,Employee Commuting,Passenger Car,36.0,vehicle-mile,Commute,Texas,Texas
2782,E1010,2025-07-13,Employee Commuting,Light-Duty Truck,21.3,vehicle-mile,Commute,California,California
3311,E1034,2025-07-13,Employee Commuting,Passenger Car,17.9,vehicle-mile,Commute,Other,Other
3083,E1095,2025-07-13,Business Travel,Air Travel - Long Haul (>= 2300 miles),3995.2,passenger-mile,Site Visit,Texas,Colorado
3497,E1004,2025-07-14,Business Travel,Air Travel - Long Haul (>= 2300 miles),2682.9,passenger-mile,Off-site Meeting,California,Illinois
1148,E1092,2025-07-14,Employee Commuting,Passenger Car,13.9,vehicle-mile,Commute,Florida,Florida
920,E1090,2025-07-14,Business Travel,"Air Travel - Medium Haul (>= 300 miles, < 2300 miles)",1708.3,passenger-mile,Site Visit,Washington,Washington
1500,E1092,2025-07-14,Employee Commuting,Passenger Car,12.9,vehicle-mile,Commute,Texas,Texas
2456,E1090,2025-07-14,Employee Commuting,"Transit Rail (i.e. Subway, Tram)",21.6,passenger-mile,Commute,California,California
4065,E1018,2025-07-14,Employee Commuting,Passenger Car,26.6,vehicle-mile,Commute,Florida,Florida
4691,E1083,2025-07-14,Employee Commuting,Light-Duty Truck,5.9,vehicle-mile,Commute,Illinois,Illinois
1292,E1072,2025-07-14,Employee Commuting,Passenger Car,5.9,vehicle-mile,Commute,California,California
2474,E1051,2025-07-15,Business Travel,Air Travel - Long Haul (>= 2300 miles),4269.1,passenger-mile,Client Meeting,New York,Texas
2615,E1100,2025-07-15,Employee Commuting,Passenger Car,13.8,vehicle-mile,Commute,California,California
1400,E1076,2025-07-15,Employee Commuting,Bus,26.2,passenger-mile,Commute,Washington,Washington
354,E1100,2025-07-15,Employee Commuting,"Transit Rail (i.e. Subway, Tram)",8.2,passenger-mile,Commute,California,California
1708,E1071,2025-07-15,Employee Commuting,Passenger Car,31.8,vehicle-mile,Commute,Massachusetts,Massachusetts
3192,E1078,2025-07-15,Employee Commuting,Bus,24.1,passenger-mile,Commute,Colorado,Colorado
2392,E1076,2025-07-15,Employee Commuting,Passenger Car,8.3,vehicle-mile,Commute,Other,Other
4309,E1058,2025-07-15,Employee Commuting,Passenger Car,38.2,vehicle-mile,Commute,Texas,Texas
3406,E1004,2025-07-15,Employee Commuting,Passenger Car,16.6,vehicle-mile,Commute,New York,New York
814,E1096,2025-07-15,Business Travel,Air Travel - Long Haul (>= 2300 miles),3932.4,passenger-mile,Client Meeting,Illinois,Massachusetts
4318,E1040,2025-07-15,Employee Commuting,Passenger Car,24.6,vehicle-mile,Commute,Texas,Texas
3370,E1077,2025-07-15,Employee Commuting,Passenger Car,15.5,vehicle-mile,Commute,New York,New York
4117,E1015,2025-07-15,Business Travel,Bus,92.7,passenger-mile,Site Visit,Colorado,Florida
2403,E1098,2025-07-16,Business Travel,Intercity Rail - Other Routes,372.4,passenger-mile,Off-site Meeting,California,Washington
4590,E1026,2025-07-16,Business Travel,"Air Travel - Medium Haul (>= 300 miles, < 2300 miles)",448.5,passenger-mile,Conference,California,Florida
3634,E1031,2025-07-16,Business Travel,Air Travel - Short Haul (< 300 miles),159.2,passenger-mile,Client Meeting,New York,Illinois
673,E1027,2025-07-16,Employee Commuting,Passenger Car,3.6,vehicle-mile,Commute,Illinois,Illinois
3191,E1067,2025-07-16,Business Travel,"Air Travel - Medium Haul (>= 300 miles, < 2300 miles)",1412.2,passenger-mile,Client Meeting,California,Illinois
2446,E1077,2025-07-16,Employee Commuting,Passenger Car,10.8,vehicle-mile,Commute,California,California
938,E1017,2025-07-16,Business Travel,Air Travel - Long Haul (>= 2300 miles),3473.3,passenger-mile,Off-site Meeting,California,Washington
368,E1006,2025-07-16,Employee Commuting,Passenger Car,6.5,vehicle-mile,Commute,Texas,Texas
94,E1099,2025-07-16,Employee Commuting,Passenger Car,28.6,vehicle-mile,Commute,California,California
1090,E1004,2025-07-16,Employee Commuting,Passenger Car,21.3,vehicle-mile,Commute,California,California
827,E1069,2025-07-16,Employee Commuting,Passenger Car,10.6,vehicle-mile,Commute,Other,Other
2901,E1100,2025-07-17,Employee Commuting,"Transit Rail (i.e. Subway, Tram)",23.2,passenger-mile,Commute,Washington,Washington
935,E1084,2025-07-17,Employee Commuting,Passenger Car,38.8,vehicle-mile,Commute,California,California
1960,E1062,2025-07-17,Employee Commuting,Light-Duty Truck,7.7,vehicle-mile,Commute,California,California
28,E1097,2025-07-17,Employee Commuting,Passenger Car,19.6,vehicle-mile,Commute,Washington,Washington
3143,E1054,2025-07-17,Employee Commuting,Passenger Car,22.7,vehicle-mile,Commute,New York,New York
346,E1010,2025-07-17,Employee Commuting,Passenger Car,33.8,vehicle-mile,Commute,California,California
1932,E1067,2025-07-17,Employee Commuting,Passenger Car,20.4,vehicle-mile,Commute,Texas,Texas
344,E1045,2025-07-17,Employee Commuting,Passenger Car,9.6,vehicle-mile,Commute,California,California
1309,E1012,2025-07-17,Employee Commuting,Passenger Car,33.3,vehicle-mile,Commute,Colorado,Colorado
4050,E1093,2025-07-17,Employee Commuting,Commuter Rail,19.9,passenger-mile,Commute,California,California
3805,E1024,2025-07-17,Employee Commuting,Passenger Car,30.0,vehicle-mile,Commute,California,California
2100,E1066,2025-07-17,Employee Commuting,"Transit Rail (i.e. Subway, Tram)",19.0,passenger-mile,Commute,Georgia,Georgia
4634,E1034,2025-07-17,Business Travel,"Air Travel - Medium Haul (>= 300 miles, < 2300 miles)",599.6,passenger-mile,Conference,Florida,Georgia
3382,E1003,2025-07-17,Business Travel,Passenger Car,84.3,vehicle-mile,Client Meeting,New York,Massachusetts
4534,E1046,2025-07-18,Employee Commuting,Light-Duty Truck,7.9,vehicle-mile,Commute,Massachusetts,Massachusetts
2398,E1044,2025-07-18,Employee Commuting,"Transit Rail (i.e. Subway, Tram)",34.9,passenger-mile,Commute,Texas,Texas
1642,E1100,2025-07-18,Employee Commuting,Bus,29.5,passenger-mile,Commute,California,California
3544,E1033,2025-07-18,Business Travel,Air Travel - Short Haul (< 300 miles),197.0,passenger-mile,Off-site Meeting,Other,New York
2970,E1050,2025-07-18,Business Travel,Commuter Rail,17.2,passenger-mile,Off-site Meeting,Colorado,Massachusetts
3523,E1029,2025-07-18,Employee Commuting,Light-Duty Truck,38.7,vehicle-mile,Commute,Colorado,Colorado
4610,E1009,2025-07-18,Business Travel,Air Travel - Long Haul (>= 2300 miles),4062.9,passenger-mile,Site Visit,California,Georgia
3492,E1053,2025-07-18,Employee Commuting,Passenger Car,8.4,vehicle-mile,Commute,California,California
4096,E1081,2025-07-18,Employee Commuting,Passenger Car,6.1,vehicle-mile,Commute,California,California
2726,E1028,2025-07-18,Employee Commuting,Bus,34.6,passenger-mile,Commute,Texas,Texas
2300,E1049,2025-07-18,Employee Commuting,Passenger Car,36.6,vehicle-mile,Commute,Colorado,Colorado
2499,E1039,2025-07-18,Business Travel,"Air Travel - Medium Haul (>= 300 miles, < 2300 miles)",666.6,passenger-mile,Site Visit,Illinois,Massachusetts
3257,E1097,2025-07-18,Employee Commuting,Passenger Car,28.1,vehicle-mile,Commute,New York,New York
4169,E1052,2025-07-19,Employee Commuting,Commuter Rail,26.1,passenger-mile,Commute,California,California
664,E1023,2025-07-19,Employee Commuting,Light-Duty Truck,37.9,vehicle-mile,Commute,Colorado,Colorado
1966,E1090,2025-07-19,Employee Commuting,Passenger Car,14.0,vehicle-mile,Commute,New York,New York
648,E1006,2025-07-19,Employee Commuting,Commuter Rail,19.0,passenger-mile,Commute,Texas,Texas
4977,E1029,2025-07-19,Business Travel,Passenger Car,43.5,vehicle-mile,Site Visit,Other,Texas
1209,E1042,2025-07-19,Employee Commuting,Passenger Car,28.2,vehicle-mile,Commute,Illinois,Illinois
4395,E1020,2025-07-19,Employee Commuting,Passenger Car,4.0,vehicle-mile,Commute,Florida,Florida
1053,E1054,2025-07-19,Business Travel,Air Travel - Short Haul (< 300 miles),246.3,passenger-mile,Site Visit,Illinois,California
634,E1067,2025-07-19,Employee Commuting,"Transit Rail (i.e. Subway, Tram)",13.6,passenger-mile,Commute,California,California
3238,E1063,2025-07-19,Employee Commuting,"Transit Rail (i.e. Subway, Tram)",13.0,passenger-mile,Commute,California,California
3300,E1008,2025-07-19,Employee Commuting,Passenger Car,12.4,vehicle-mile,Commute,California,California
3970,E1095,2025-07-19,Business Travel,Air Travel - Long Haul (>= 2300 miles),3338.8,passenger-mile,Client Meeting,New York,Florida
3630,E1059,2025-07-19,Employee Commuting,"Transit Rail (i.e. Subway, Tram)",23.2,passenger-mile,Commute,New York,New York
283,E1002,2025-07-19,Employee Commuting,Light-Duty Truck,13.0,vehicle-mile,Commute,Colorado,Colorado
2570,E1090,2025-07-20,Employee Commuting,Passenger Car,38.2,vehicle-mile,Commute,Washington,Washington
30,E1024,2025-07-20,Business Travel,"Transit Rail (i.e. Subway, Tram)",18.1,passenger-mile,Off-site Meeting,New York,California
1199,E1020,2025-07-20,Employee Commuting,Passenger Car,6.2,vehicle-mile,Commute,Other,Other
945,E1044,2025-07-20,Business Travel,"Air Travel - Medium Haul (>= 300 miles, < 2300 miles)",438.7,passenger-mile,Site Visit,Texas,Florida
2908,E1091,2025-07-20,Business Travel,Air Travel - Long Haul (>= 2300 miles),2464.1,passenger-mile,Off-site Meeting,California,Massachusetts
89,E1092,2025-07-20,Employee Commuting,Passenger Car,4.2,vehicle-mile,Commute,Texas,Texas
4824,E1081,2025-07-20,Employee Commuting,Passenger Car,3.7,vehicle-mile,Commute,Other,Other
2060,E1068,2025-07-20,Employee Commuting,Commuter Rail,24.6,passenger-mile,Commute,California,California
1959,E1090,2025-07-20,Business Travel,Passenger Car,92.3,vehicle-mile,Conference,Colorado,Illinois
4405,E1046,2025-07-20,Employee Commuting,Commuter Rail,6.0,passenger-mile,Commute,Colorado,Colorado
14,E1008,2025-07-20,Business Travel,Passenger Car,66.9,vehicle-mile,Off-site Meeting,Florida,Illinois
1216,E1058,2025-07-20,Employee Commuting,Commuter Rail,14.3,passenger-mile,Commute,New York,New York
1709,E1076,2025-07-20,Employee Commuting,Passenger Car,26.7,vehicle-mile,Commute,California,California
1779,E1088,2025-07-20,Employee Commuting,Passenger Car,11.6,vehicle-mile,Commute,Illinois,Illinois
1181,E1089,2025-07-20,Business Travel,Air Travel - Short Haul (< 300 miles),134.0,passenger-mile,Site Visit,California,New York
4287,E1081,2025-07-20,Business Travel,Air Travel - Long Haul (>= 2300 miles),3797.2,passenger-mile,Client Meeting,Texas,Florida
4758,E1087,2025-07-20,Business Travel,Air Travel - Short Haul (< 300 miles),146.3,passenger-mile,Conference,California,Colorado
3848,E1039,2025-07-20,Business Travel,"Air Travel - Medium Haul (>= 300 miles, < 2300 miles)",1670.0,passenger-mile,Off-site Meeting,California,Florida
3179,E1080,2025-07-20,Employee Commuting,"Transit Rail (i.e. Subway, Tram)",39.6,passenger-mile,Commute,Other,Other
2768,E1020,2025-07-20,Business Travel,Passenger Car,90.3,vehicle-mile,Client Meeting,California,Massachusetts
2155,E1035,2025-07-21,Employee Commuting,Passenger Car,31.3,vehicle-mile,Commute,California,California
3086,E1083,2025-07-21,Employee Commuting,Light-Duty Truck,7.6,vehicle-mile,Commute,Georgia,Georgia
224,E1046,2025-07-21,Employee Commuting,Light-Duty Truck,29.0,vehicle-mile,Commute,California,California
1362,E1087,2025-07-21,Business Travel,Intercity Rail - Other Routes,746.6,passenger-mile,Site Visit,New York,New York
3869,E1094,2025-07-21,Employee Commuting,Commuter Rail,20.0,passenger-mile,Commute,California,California
1717,E1073,2025-07-21,Employee Commuting,Motorcycle,23.7,vehicle-mile,Commute,California,California
2730,E1063,2025-07-21,Business Travel,Air Travel - Short Haul (< 300 miles),252.6,passenger-mile,Client Meeting,California,California
2613,E1078,2025-07-21,Employee Commuting,"Transit Rail (i.e. Subway, Tram)",5.8,passenger-mile,Commute,Texas,Texas
2810,E1064,2025-07-21,Employee Commuting,Passenger Car,32.4,vehicle-mile,Commute,California,California
1062,E1019,2025-07-21,Business Travel,Air Travel - Short Haul (< 300 miles),210.9,passenger-mile,Site Visit,California,Other
2230,E1091,2025-07-21,Employee Commuting,Passenger Car,9.2,vehicle-mile,Commute,Texas,Texas
2581,E1067,2025-07-21,Employee Commuting,Commuter Rail,22.7,passenger-mile,Commute,Other,Other
3829,E1012,2025-07-21,Employee Commuting,Light-Duty Truck,34.3,vehicle-mile,Commute,California,California
3754,E1077,2025-07-21,Employee Commuting,"Transit Rail (i.e. Subway, Tram)",39.3,passenger-mile,Commute,California,California
2741,E1041,2025-07-21,Business Travel,Air Travel - Short Haul (< 300 miles),239.8,passenger-mile,Off-site Meeting,Other,Other
1896,E1038,2025-07-22,Business Travel,Intercity Rail - National Average,182.6,passenger-mile,Client Meeting,New York,Florida
313,E1097,2025-07-22,Employee Commuting,"Transit Rail (i.e. Subway, Tram)",20.1,passenger-mile,Commute,Massachusetts,Massachusetts
4211,E1086,2025-07-22,Employee Commuting,Passenger Car,28.6,vehicle-mile,Commute,Other,Other
2858,E1034,2025-07-22,Business Travel,"Air Travel - Medium Haul (>= 300 miles, < 2300 miles)",1413.7,passenger-mile,Conference,Florida,Other
3031,E1002,2025-07-22,Employee Commuting,Passenger Car,26.4,vehicle-mile,Commute,Florida,Florida
440,E1100,2025-07-22,Employee Commuting,Commuter Rail,17.3,passenger-mile,Commute,California,California
1544,E1070,2025-07-22,Employee Commuting,"Transit Rail (i.e. Subway, Tram)",14.2,passenger-mile,Commute,California,California
2655,E1074,2025-07-22,Employee Commuting,Passenger Car,18.1,vehicle-mile,Commute,California,California
860,E1068,2025-07-22,Employee Commuting,Bus,10.6,passenger-mile,Commute,Other,Other
1144,E1019,2025-07-22,Employee Commuting,"Transit Rail (i.e. Subway, Tram)",11.6,passenger-mile,Commute,California,California
854,E1060,2025-07-23,Employee Commuting,Passenger Car,14.1,vehicle-mile,Commute,California,California
4585,E1006,2025-07-23,Employee Commuting,Commuter Rail,19.5,passenger-mile,Commute,California,California
998,E1082,2025-07-23,Business Travel,Passenger Car,29.0,vehicle-mile,Off-site Meeting,Other,New York
3878,E1057,2025-07-23,Business Travel,"Air Travel - Medium Haul (>= 300 miles, < 2300 miles)",557.1,passenger-mile,Client Meeting,Massachusetts,Colorado
1176,E1083,2025-07-23,Business Travel,Passenger Car,46.7,vehicle-mile,Client Meeting,Colorado,Texas
1451,E1007,2025-07-23,Employee Commuting,Light-Duty Truck,34.3,vehicle-mile,Commute,Georgia,Georgia
1904,E1096,2025-07-23,Employee Commuting,Passenger Car,20.0,vehicle-mile,Commute,New York,New York
580,E1018,2025-07-23,Employee Commuting,Passenger Car,35.5,vehicle-mile,Commute,Georgia,Georgia
946,E1072,2025-07-23,Business Travel,Intercity Rail - Other Routes,583.1,passenger-mile,Site Visit,Other,Illinois
228,E1006,2025-07-23,Employee Commuting,Light-Duty Truck,14.1,vehicle-mile,Commute,Washington,Washington
1889,E1002,2025-07-23,Employee Commuting,Motorcycle,19.0,vehicle-mile,Commute,Washington,Washington
